14148	14175
14948	15002
15790	15889
16673	16727
16880	16926
17020	17057
17230	17371
17602	17666
17999	18063
18264	18385
24732	24831
25537	25672
25681	25725
25746	25770
31119	31140
36377	36398
36762	36780
38523	38585
63105	63186
63269	63284
63392	63520
63534	63555
63631	63699
63780	63831
64233	64291
65554	65584
67156	67172
67529	67571
69091	69211
69223	69251
69276	69305
69336	69437
69511	69557
69564	69746
69765	69959
93154	93281
98306	98363
98711	98793
100189	100241
104983	105026
106746	106811
107031	107067
107442	107468
109504	109541
114354	114429
117026	117132
119987	120015
120265	120290
120538	120618
122001	122020
122045	122195
125182	125201
184643	184691
185479	185523
186311	186431
187205	187258
187402	187448
187542	187579
187752	187893
188126	188190
188522	188586
188787	188908
195257	195360
196062	196080
196099	196197
196202	196248
196271	196298
201639	201660
206896	206917
269722	269858
275295	275377
279326	279352
281547	281590
283310	283463
283595	283631
289091	289121
290920	290995
293592	293698
296525	296585
296682	296731
296807	296860
297095	297183
383983	384002
398804	398829
403504	403630
408539	408563
408995	409016
413221	413256
421559	421644
450827	450871
451310	451348
473033	473139
475966	476026
476126	476172
476248	476301
476538	476626
477942	477975
477996	478200
481171	481202
482009	482133
613873	613892
628682	628707
639253	639379
644290	644314
644741	644767
648976	649011
657300	657385
680609	680793
685769	685847
685947	685999
686286	686324
686340	686382
710944	711001
711081	711150
711515	711603
712888	712921
712942	713248
716160	716191
792373	792396
795174	795230
804251	804288
805792	805897
805983	806005
808562	808695
810032	810112
810138	810224
845594	845644
850428	850464
900634	900713
911288	911325
911333	911356
916683	916752
916768	916786
916811	916913
917454	917484
917494	917594
921177	921192
921264	921274
923832	923973
924429	924547
924563	924952
925914	926019
930152	930183
930323	930340
931026	931095
932089	932208
933618	933632
933685	933732
933854	933890
933914	933932
935788	935867
936031	936102
936819	936846
936872	936888
937811	937862
937874	937932
939037	939064
939309	939331
939349	939398
940130	940229
940463	940490
941140	941216
941235	941252
942132	942156
942158	942259
942404	942491
942656	942741
942985	943064
943260	943319
943329	943361
943724	943813
943896	943977
944081	944098
944736	944749
944862	944881
944926	944940
945624	945655
946170	946238
946483	946548
948484	948514
948518	948567
948580	948605
951124	951143
951993	952015
952095	952121
952409	952485
952520	952551
952559	952603
953171	953180
953200	953237
953277	953291
953779	953823
954027	954054
955946	955963
956089	956116
956148	956173
957001	957027
957168	957257
959021	959085
959266	959281
960541	960562
960693	960807
961318	961559
961625	961753
961823	962052
962351	962404
962417	962437
962450	962477
962701	962870
962901	962920
963106	963214
963227	963258
963382	963506
963923	963955
963962	964015
964103	964182
964366	964395
964408	964419
964450	964491
964495	964506
